tweet,sentiment
Momen 72 Masinis Indonesia latihan langsung di kereta cepat Whoosh dgn didampingi masinis profesional dr China. Selama latihan masinis jg didampingi penerjemah profesional. https://t.co/ejMRkUqwu5,positive
Trims cuanki serayu yang udah naik whoosh whoosh yeash https://t.co/NOeQfA0lD3,positive
Jumlah penumpang Whoosh tembus 20.000 penumpang per hari! https://t.co/K6PWtKBHSO https://t.co/XFX0HNKWav,positive
Perjalanan jadi lebih fleksibel dan cepat. Hanya dengan Rp1.750k saja kamu sudah dapat 10 trips! Bagi 100 orang pembeli pertama bahkan akan mendapat bonus 2 trips! Oiya kartu ini sangat terbatas lho! Dapatkan Frequent Whoosher Card-mu segera di Stasiun Halim. Komen di bawah ini https://t.co/ZZ1vSdGSoZ,positive
Perdana naik whoosh bdg-jkt yey ... Moga gk ada drama-drama mamamama LOL,positive
Semenjak ada Whoosh enak bisa tiba-tiba ada di Bdg bisa tiba-tiba ada di Jkt.,positive
Wah boleh banget nih.. saya seminggu bisa beberapa kali naik whoosh...,positive
@_haye_ Ayokk whoosh!,positive
KCIC Tebar Promo Naik Kereta Cepat Whoosh Pakai Kartu Ini Lebih Hemat https://t.co/ZLZdVD4F8X,positive
@exhaustedindo balik lagi kak cobain naik whoosh ahahaha,positive
KCIC Banting Harga Tiket Kereta Cepat WHOOSH Rp175.000 Ini Cara Belinya https://t.co/JDT5bl5nJg,positive
100 Ribu Tiket Kereta Cepat Whoosh Ludes Terjual Selama Libur Panjang Waisak: KCIC catat ada sebanyak 100 ribu tiket kereta cepat Whoosh ludes terjual selama masa angkutan libur panjang peringatan Hari Raya Waisak 2024 dan cuti bersama. https://t.co/64Opgx6kVS https://t.co/UAVfY28J7e,positive
gw ga sadar gw udh 10x naik whoosh dr awal smp skrg ,positive
Bagi kamu yang rutin naik Whoosh bisa mendapatkan tiket yang lebih hemat. #kumparanTRAVEL #newsupdate https://t.co/ZkxQK6dqfg,positive
Dengan kartu ini penumpang bisa menikmati 10 perjalanan Whoosh kelas Premium Economy dengan tarif flat Rp 175.000 untuk setiap jadwalnya. https://t.co/mOSocs1Aat,positive
Apa sih Tarif Dinamis? Jadi dengan tarif dinamis penumpang bisa dapat range harga yang lebih banyak bahkan lebih rendah dibanding bulan lalu Range harga Whoosh Premium Economy Class saat ini: 200 dan 250 per 3 Februari: 150 175 200 225 250,positive
Whoosh whoosh whoosh yesss @KeretaCepatID terimakasih kereta cepatnyaa kerenn bgt https://t.co/ofI4vaUPM5,positive
Jadi tunggu apalagi? Mau cepat dan tidak kena macet? #NgeWhoosh aja~ Tag orang yang harus banget tahu soal informasi ini! #Whoosh #KeretaCepatPunyaIndonesia #KeretaCepatUntukIndonesiaMaju,positive
Emang boleh secepat itu? Yakin bisa? Jawabannya boleh dan bisa! Karena berangkatnya naik Whoosh si kereta cepat yang gak butuh waktu lama sampai ke Bandung. https://t.co/dzaonOCzsm,positive
100 Hari Beroperasi Kereta Whoosh Sudah Angkut 1 45 Juta Penumpang https://t.co/kF0kIgYcCU https://t.co/LqbsDWBwRR,positive
Soal Kereta Cepat ke Surabaya Luhut Jamin Biaya Proyek Bisa Lebih Murah dari Whoosh https://t.co/DgghxMWlvI,positive
Setelah Whoosh China akan Kirim Kereta Canggih Tanpa Rel ke Indonesia https://t.co/pA9VcBIaKX,positive
Whoosh~ enak bener ini jaringan wkwk https://t.co/iZCAvs0csw,positive
Makasih whoosh selalu jadi penyelamat,positive
They're not mutually exclusive. Punya sistem pendidikan bagus ya harus pun demikian punya moda transportasi bagus. Bangga punya Whoosh sah-sah aja kok ngatur.,positive
oh gini rasanya naik whoosh gratis wkwkwk https://t.co/1eIYfmAb3b,positive
Nyobain naik whoosh ke jakarta enak banget udah nyampe ke halim aja https://t.co/90ny8WKnKy,positive
Wow naek whoosh sejam doang ke Bandung~~,positive
Tapi bule kagum lho kita punya kereta cepat whoosh whoosh yes,positive
Jkt - BDG kereta biasa 200rb. Whoosh 175rb. Ya mending naik Whoosh lah.,positive
Sebelum Whoosh jadi ada Teman Bus hadir secara bertahap di 10 kota di Indonesia termasuk Bali. Begitu pula LRT Sumsel kereta api Makassar-Parepare dan LRT Bali (otw pembangunan).,positive
@JetVeetlev Oke banget om. Makanya Whoosh ini bisa jadi alternatif commute antar kota yang jaraknya kurleb 200 km.,positive
yey besok naik whoosh ,positive
adanya whoosh sungguh sangat membantu aku yang sedang blendung gede ini. padahal suka kesel sendiri karena gabisa tidur diperjalanan ,positive
Oke baik kita harus beli beras ke Jakarta pake kereta Whoosh dari Bandung...,positive
Setelah mencoba Whoosh 2 minggu yg lalu sepertinya Whoosh bakal jadi moda transportasi utama aku dan suami kalo ke Bandung. Soalnya kami tinggal di Tenjo. Dari rumah harus KRLan dulu (Tigaraksa-Tanah Abang) yg memakan waktu kurang lebih 1 jam 16 menit.,positive
Gue bangga2 aja sih kalo negara gue ada whoosh,positive
waktu adalah hal yg ga bisa dibeli item termahal dalam hidup. so Whoosh everytime buat gw,positive
KCIC Sediakan Layanan Penumpang Berkebutuhan Khusus di Whoosh Ada Petugas hingga Fasilitas Bantuan https://t.co/lUg7f5z0q9 #TempoBisnis,positive
Jangankan mudik bukber kantorku ae do ning Bandung (warung bu Mas apa ya jenenge) numpak Whoosh wkwk. Rame-rame jam 15 dari Jakarta sampe Bandung jam 16. Nah banyak juga dari manajer kantorku sing wong Bandung. Tiap hari PP. Prediksiku bakal banyak yg mudik naik Whoosh ,positive
700 ribu itu saya bisa naik WHOOSH 4 kali di weekdays masih ada sisa 100 ribu bisa makan enak di Halim ,positive
Salah satu alasan kenapa mending pake whoosh.,positive
setelah nyetir jkt bdg sih aku memutuskan untuk pake whoosh aja yah kalo mau ke bdg,positive
Gua naik whoosh cuma 250k dilanjut feeder sampe stasiun bdg dan itu gratis. 700an dari mana buset dah. Bahkan kalo lu beli tiket yg 600 pun gak akan ada biaya tambahan kecuali lu jajan di stasiun. Hadeh.,positive
tebangun dengan loncat dari kasur soalnya harus naik whoosh paling pagi ,positive
Whoosh 700rb itu darimane? per hari ini (bisa dicek di aplikasi whoosh) harga normal economy class itu 250rb. turun padalarang naik feeder gratis sampe stasiun bandung cuma 20 menit.,positive
Kado ulang tahun dikasih tiket whoosh ,positive
Bersyukur banget dan emang ini rejeki anak. Dapat kost di Cipinang deket stasiun whoosh halim. Kamar gede banget. Ac kulkas lemari kasur uk besar meja kerja+kursi rak piring piring+gelas+mangkok+sendok masing2 2 sapu+pel+pengki 2 keset kompor galon teko listrik.,positive
excited bgt mau naik whoosh hari ini hehehe,positive
Jujur whoosh sangat amat membantu aku yg kangen pulang setiap saat,positive
Melesat ke tempat pertama! Whoosh jadi kereta paling cepat di seluruh Asia Tenggara. Kereta yang menghubungkan Jakarta-Bandung ini memiliki kecepatan operasional hingga 350 km/jam. Kamu udah pernah naik Whoosh belum? #wartaekonomi #infografis #whoosh #kereta #kcic https://t.co/honxvzbBoW,positive
PT KAI dukung kereta cepat Whoosh maksimalkan layanan angkutan Lebaran https://t.co/VJQ88aIL4H,positive
Ngebut Jakarta-Bandung Cuma 45 Menit dengan Whoosh! https://t.co/ANBaUb0xmC,positive
KCIC memastikan prasarana Kereta Cepat Whoosh siap dalam menyambut momen Angkutan Lebaran 2024. #Bisnisupdate #update #bisnis #text https://t.co/twXmsk3s0i,positive
jam 17.53 masih di padalarang jam 18.22 udah sampe halim emang keren bener dah whoosh whoosh whoosh yes ini (minusnya cuma tiketnya mahal bgt cuy) https://t.co/AxJXjqyKQ7,positive
Siswa kelas XI naik kereta cepat KCIC Whoosh dari Bandung menuju Jakarta 25 April 2024 Sebagai pemilik masa depan melakukan perjalanan bersama-sama menggunakan kereta cepat KCIC Whoosh mereka dikenalkan dengan salah satu simbol transformasi peradaban transportasi Indonesia https://t.co/g2RJTNBoFd,positive
Bagian terbaik dari naik Whoosh adalah hati jadi anget karena ngeliat muka2 orang yang sumringah ngeliat keluarga pada foto liat orang pada selfie depan kereta Worth every penny ️,positive
jadwal whoosh mingdep murah2 yaa under 200,positive
Ada urusan di ibu kota jam makan siang. Jam segini masih leyeh-leyeh di rumah. Cimahi. Belom mandi. Whoosh Whoosh Whoosh Yes.,positive
 Menikmati keindahan alam sekaligus menyaksikan melesatnya Whoosh Kereta Cepat Jakarta-Bandung hanya bisa didapatkan sensasinya di Kolam Retensi Rancabolang 3 Gedebage. https://t.co/alFYLxf7t9,positive
Percaya aja ini kantin whoosh pasti laku daripada bacot mendang mending warga X yg gak dihitung para analis ini perut jajanan anak anak warga cina madura jawa kalimantan makassar dll seneng jajan Bodohnya pula dsamain harga market jalanan Food crot plaza indo aja rame aplgi ini,positive
KNO - CGK - KRL To Halim - Naik Whoosh - Bandung mungkin bisa jadi rute terbaik ,positive
Knp whoosh whoosh whoosh yes sih? ,positive
Masa sih nggak mau cobain naik kereta cepat Whoosh ke Bandung? Pastinya mau dong! Yuk rasakan serunya naik kereta cepat Whoosh dengan membeli tiketnya melalui aplikasi BTN Mobile dan dapatkan cashback sebesar Rp 25.000! https://t.co/AclQLIDfQt,positive
Rencana Perpanjangan Rute Kereta Cepat Whoosh https://t.co/imAxCsIg1s #Fotografi #AdadiKompas,positive
Whoosh layani 200 ribu lebih penumpang selama liburan Lebaran 2024 https://t.co/CQFrVZYxoG,positive
Kereta Cepat Whoosh Angkut 222 Ribu Penumpang Selama Lebaran 2024 https://t.co/hmbAwOKPNi,positive
Wah asik ini naik whoosh ke Surabaya ,positive
Angkut 222 Ribu Penumpang Selama Mudik Whoosh Selalu Tepat Waktu https://t.co/Qzt4IQffCZ,positive
Kereta Cepat Whoosh Angkut 222 Ribu Penumpang Saat Mudik Lebaran 2024 https://t.co/Q0WVkkvcHq,positive
Kereta Cepat Whoosh Layani 200 Ribu Lebih Penumpang selama Libur Lebaran 2024 https://t.co/NbHTiOkKGY via @Indopolitika,positive
Pasca Gempa Garut Operasional Whoosh Tetap Normal https://t.co/lkszcuqefy,positive
KCIC proyeksi penumpang Whoosh naik 30 persen jika Stasiun Karawang dibuka. #bisnis #update #bisnis #text https://t.co/RReWUONZp9,positive
KCIC targetkan penumpang Kereta Cepat Whoosh bisa naik dan turun di Stasiun Karawang mulai 2025. #bisnis #update #bisnis #text https://t.co/S1de9XpzBd,positive
 KCIC memastikan bahwa pengaturan petugas di Stasiun Karawang saat ini dilakukan soptimal mungkin kata Eva. https://t.co/xYexqYG7uY,positive
pertama kali naik whoosh! Lamaan gue mandi drpd ke bandungg https://t.co/WupY6ALA8q,positive
Cabin View Whoosh saat 72 Masinis lokal latihan lgsg di kereta Whoosh yg beroperasi komersial. Btw di video pertama ada pemberitahuan gitu ternyata bahasa Mandarin jg ya semoga nnti pas masinis lokal sdh operate Whoosh itu bisa diubah dlm bahasa ya https://t.co/mGHQzKUe6d,positive
Kalo tiket Gopar diturunkan jadi 100rb Eko Pre dan 175 eksekutif kira2 bakal rame lagi gak ya? Disparitas yang terlalu mepet nyaris sama dengan harga Whoosh eko ini bikin orang mikir mending naik Whoosh karena cuma 40 menit sampe Jakarta . Rata2 temen2 saya mikir gini.,positive
Long weekend tiba Whoosh diserbu penumpang. Sejak H-1 (kemarin) jumlah penumpang meningkat 30% dibanding hari biasa. Okupansinya 80-100%. Semoga rame terus biar cepet lunas utangnya https://t.co/m2gEyyNFiO,positive
Kereta Api Laju 'Whoosh' Indonesia Mampu Capai Kelajuan Hingga 350 Km/j https://t.co/6fbaO4CWrl,positive
Lama juga nunggu induksi ya ku kira akan cepet sat set whoosh yes yes,positive
Naik Whoosh baru mau merem eh udah nyampe aja . Btw hari kerja rame yang naik dari jam 06.40 aja udah rame https://t.co/Fgns0uPCRe,positive
Naik Whoosh Umur Dibawah 3 Tahun Free! Halo Sobat #Whoosh! Pernah bingung diposisi seperti ibu di atas? Nah catat ya bagi penumpang yang ingin membawa anak usia di bawah 3 tahun berhak mendapatkan tiket gratis tanpa tempat duduk. https://t.co/g1TU3YJUx7,positive
Naik whoosh trs lrt ke dukuh atas jalan 10 menit dan lanjut pake mrt. Nyampe deh di PI.. lumayan banget sih public transportasi di jakarta. dan another achievement unlocked :) Tapi ya gtu naiknya lagi ga rush hour dan jakarta nya lagi cloudy ,positive
Anjirr gua jadi ngebayangin goeun balik ke Jakarta naik whoosh whoosh whoosh yesss,positive
Ke Bandung PP jadi makin mungkin pake KCIC ini. Perjalanannya mulus hampir gak ada hambatan berarti. Yang agak mengganggu kemarin adalah ibu2 yang nyerobot antrian scan tiket keluarga yang pindah2 nomor kursi sembarangan dan slogan Whoosh whoosh whoosh Yes!! https://t.co/o4OyLsSpRI,positive
Sekarang ke Bandung lebih cepet drpd ke -let's say- PIK atau Bogor atau wilayah Jakarta lainnya yang macet Berkat Whoosh,positive
Penasaran rasanya naik whoosh liat dari maps naiknya dari tegalluar (agak asing) dan turunnya di st. Halim dari info di maps ini ada Integrasi sama st LRT Bekasi line Omoo penasaran bgt tp nanti dulu deh wkwkwk jadiin wishlist dulu mungkin nanti nyoba dr arah halim-tegalluar,positive
Volume penumpang kereta cepat Whoosh kembali mengalami lonjakan di moment long weekend Hari Raya Waisak. Adapun peningkatan volume penumpang sudah terjadi sejak H-1 jelang long weekend pada Rabu (22/5) dengan rata-rata mencapai 21 ribu penumpang per hari. #BeritaSonora https://t.co/TaTwOSdfKr,positive
8 kereta Whoosh pertama dari Halim ke Padalarang ludes buset.,positive
Woy cepet banget whoosh,positive
3 Alasan Banyak Orang Naik Kereta Cepat Whoosh pada Long Weekend Ini https://t.co/ywTOivTPna,positive
Libur Panjang Waisak 20 Ribu Penumpang Gunakan Whoosh Tiap Harinya: Pada Sabtu (25/5/2024) peningkatan penumpang masih terlihat stabil dengan angka 30 persen jika dibanding hari biasa. https://t.co/wlMhfDNlWq,positive
Kenaikan Penumpang Kereta Whoosh Lebih dari 30 Persen - iNews Malam 26/05 https://t.co/8Pz0kdMPNH,positive
Sebanyak 15 Ribu Tiket Kereta Cepat Whoosh Terjual pada Long Weekend Dalam Sehari https://t.co/dvqYN4rfgx,positive
KCIC Jual 100 Ribu Tiket Kereta Cepat Whoosh saat Libur Panjang Waisak https://t.co/X68q31VidM,positive
Penumpang Whoosh Meroket 30 Persen Selama Libur Waisak https://t.co/fRaQRi3OiB,positive
Libur Waisak Penumpang Whoosh Naik 30 Persen ke 21 Ribu per Hari https://t.co/Y5lSGYn6Tt,positive
KCIC menyiapkan 48 perjalanan Whoosh per hari saat periode libur Waisak https://t.co/KCTfJgaCwR,positive
KCIC: 100.000 Tiket Kereta Cepat WHOOSH Ludes Terjual Dalam 6 Hari https://t.co/MeONvrpKLt,positive
Libur Waisak 2024 Usai Penumpang Whoosh Menuju Jakarta Alami Kenaikan https://t.co/Ck5stkjIu2,positive
Berangkat jam 06:58 dan sampe kantor di bsd jam 08:50. Rekor tercepet sih ini thanks whoosh ,positive
i grew up! kyk bangga dan happy gtlho yg pas kelas 12 naik grabcar aja sendiri gaboleh skrg selang bbrp bulan ud boleh naik whoosh nyambung lrt nyambung taksi sendiri dr jatinangor-cibubur. uhh to have that freedom and independence and trust is everything to me,positive
cepet balik naik whoosh!,positive
Jelajahi ragam produk berkualitas mulai dari fashion kuliner hingga perlengkapan liburan dengan harga spesial diskon hingga 50% dan berbagai hadiah menarik lainnya. Nikmati suasana liburan seru bersama teman kerabat dan keluarga tercinta hanya di Stasiun Whoosh Halim! #sa https://t.co/2axerGBU8l,positive
lucu bgt di ciwalk ada area bocil naik sepeda yg gaada rodanya itu KECIL-KECIL BANYAK BERKEPALA BESAR WHOOSH WHOOSH NAIK SEPEDA,positive
nope you are wrong. banyak bule or orang asing datang ke jakarta/bandung buat whoosh. mbuh as pengen coba kereta cepat or jadi konten youtubenya. instan 500ribu viewer. middle east masih prefer jakarta dalam sisi lebih bebas .,positive
masih belum weekend? asli June cepet banget pake whoosh kah?,positive
Bisa Dibeli di Semua Stasiun KCIC Masa Berlaku Kartu Diskon Tiket Whoosh Kini Diperpanjang https://t.co/ZwRneLEx4r,positive
Ada Kartu Berlangganan Whoosh Bisa Dibeli di Bandung Tawarkan Berbagai Keuntungan Termasuk Diskon Tiket https://t.co/SVGhnVNTuP,positive
Kalau desa sejahtera dan pembangunan perumahan di sekitar stasiun whoosh selesai Jakarta bakalan keluar dari data ini...,positive
The power orang dalem Mau cancel tiket whoosh karena mau ganti jadwal tp gk bisa karena belinya di kai access langsung chat ke tmnnya ayah dan kata beliau bisa direfund tanpa ke stasiun whoosh Alhamdulillah,positive
akhirnya nemu kasur juga Ya Allah terimakasih untuk nikmat sibuknya hari ini pagi dijakarta sore dibandung balik langsung ke bandara buat pulang kediri pp jakarta bandung naik whoosh kok ga sempet ngefoto saking riwehnya alhamdulillah ameng sehat cuman boyok en ,positive
Naek Whoosh.. beneran cepet ternyata https://t.co/yTYiAkOvuj,positive
pada 5 Juli 2024. Peningkatan penumpang ini seiring dengan momen libur sekolah. Angka 24 ribu penumpang per hari mencerminkan kepercayaan dan kepuasan masyarakat terhadap layanan kereta cepat Whoosh yang nyaman cepat dan efisien kata Eva dalam keterangan resmi Sabtu (6/7).,positive
Ada Pameran Kereta Api di Kemayoran LRT Sampai Whoosh Unjuk Gigi https://t.co/5667Ftlv08,positive
Alih Pengetahuan dari Cina Masinis Indonesia Sudah Bisa Operasikan Penuh Whoosh https://t.co/eH7lp9soWp,positive
KCIC : Masinis Indonesia Berhasil Mengoperasikan Penuh Kereta Whoosh https://t.co/b13JaSA5gO #TempoBisnis,positive
Edisi Khusus 10 Tahun Jokowi: Jejak Pembangunan Kereta Cepat Whoosh hingga Beroperasi https://t.co/leZsa2b6kf #TempoBisnis,positive
Masinis Indonesia Sudah Berhasil Kemudikan Whoosh Kecepatan 350 KM Per Jam Transfer Knowledge Berjalan Lancar #Most1058 https://t.co/Ceqayyeuul,positive
Transfer Pengetahuan Bagi Masinis Kereta Cepat Whoosh https://t.co/dfBKXEKctQ #Fotografi #AdadiKompas,positive
Di sisi lain sampai dengan akhir Juli 2024 KCIC telah melayani sebanyak 4 2 juta penumpang Whoosh. https://t.co/MYtNhnOvUW,positive
Aku bayanginnya naik whoosh hari ini bakal sendirian segerbong krn waktu beli online tempat duduknya masih kosong semua. Kl segerbong sendirian tuh ky horor2 gimana gitu untung pagi kan. Eh ternyata skrg gerbongnya hampir penuh penumpangnya. Kt siapa sepi.,positive
bang tolong ngebut ya buse kayak naek whoosh mantan pembalap apa gmn ini smgt bng https://t.co/48umh5CdiN,positive
Kalau nganggur pengen nyoba naik whoosh deh,positive
akhirnya gw dengerin salam whoosh whoosh whoosh live cuy,positive
pagi dr ak yg sdh naik tj mw ke whoosh alias assalamualaikum nangor,positive
Refund Tiket Whoosh: Pengembalian Dana di Hari yang Sama https://t.co/N89MbFSh1L,positive
Rekor penumpang kereta cepat 'Whoosh' mencapai 24.135 orang dalam sehari dan menjadi yang terbanyak dalam sejarah kereta cepat ini semenjak beroperasi. General Manager Corporate Secretary PT Kereta Cepat Indonesia China (KCIC) Eva Chairunisa mengatakan rekor tersebut terjadi https://t.co/B2if2OqS5V,positive
Dari data PT Kereta Cepat Indonesia China (KCIC) hingga 27 Januari 2024 sudah sebanyak 1 4 juta orang yang menggunakan Whoosh untuk melakukan mobilitas Jakarta-Bandung dan sebaliknya. https://t.co/fSZHi7vFjO,positive
KCIC Kembalikan Amplop Coklat Berisi Rp50 Juta Tertinggal di Whoosh ke Penumpang https://t.co/JVXLEpFsy1 @KeretaCepatID,positive
Dengan harga segini siapa coba yang gamau naek KCIC. Wkwkwk https://t.co/h6tTc8P7b8,positive
Kemarin naik KCIC dari stasiun halim jam 17.35 lanjut naik taksi dari Padalarang sampai di cafe sebrang ITB jam 18.30. Ngobrol2 santai sampe jam 8 lewat lanjut naik taksi lagi ke Padalarang untuk naik KCIC jam 20.48 udah sampe di rumah sebelum jam 10 malam. Kalau niat gini,positive
